lyn index =  6
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.04494452414e+13 0.00937271606013
1 911.932127928 -3.04517114922e+13 0.00936992625904
2 911.864255856 -3.04539780804e+13 0.00936713708065
3 911.796383785 -3.04562450061e+13 0.00936434852514
4 911.728511713 -3.04585122692e+13 0.00936156059229
5 911.660639641 -3.046077987e+13 0.009358773282
6 911.592767569 -3.04630478084e+13 0.00935598659418
7 911.524895498 -3.04653160846e+13 0.00935320052862
8 911.457023426 -3.04675846985e+13 0.00935041508545
9 911.389151354 -3.04698536504e+13 0.00934763026447
10 911.321279282 -3.04721229402e+13 0.00934484606558
11 911.253407211 -3.04743925681e+13 0.00934206248863
12 911.185535139 -3.04766625341e+13 0.00933927953366
13 911.117663067 -3.04789328383e+13 0.00933649720051
14 911.049790995 -3.04812034808e+13 0.00933371548904
15 910.981918924 -3.04834744616e+13 0.00933093439923
16 910.914046852 -3.04857457808e+13 0.00932815393098
17 910.84617478 -3.04880174385e+13 0.00932537408417
18 910.778302708 -3.04902894348e+13 0.00932259485872
19 910.710430636 -3.04925617697e+13 0.00931981625453
20 910.642558565 -3.04948344434e+13 0.00931703827151
21 910.574686493 -3.04971074559e+13 0.00931426090957
22 910.506814421 -3.04993808072e+13 0.00931148416861
23 910.438942349 -3.05016544975e+13 0.00930870804855
24 910.371070278 -3.05039285268e+13 0.00930593254928
25 910.303198206 -3.05062028952e+13 0.00930315767072
26 910.235326134 -3.05084776028e+13 0.00930038341277
27 910.167454062 -3.05107526497e+13 0.00929760977535
28 910.099581991 -3.05130280359e+13 0.00929483675835
29 910.031709919 -3.05153037615e+13 0.0092920643617
30 909.963837847 -3.05175798265e+13 0.00928929258528
31 909.895965775 -3.05198562312e+13 0.00928652142902
32 909.828093704 -3.05221329754e+13 0.00928375089281
33 909.760221632 -3.05244100594e+13 0.00928098097658
34 909.69234956 -3.05266874832e+13 0.00927821168021
35 909.624477488 -3.05289652468e+13 0.00927544300363
36 909.556605416 -3.05312433503e+13 0.00927267494674
37 909.488733345 -3.05335217939e+13 0.00926990750944
38 909.420861273 -3.05358005776e+13 0.00926714069165
39 909.352989201 -3.05380797014e+13 0.00926437449327
40 909.285117129 -3.05403591655e+13 0.00926160891421
41 909.217245058 -3.05426389699e+13 0.00925884395438
42 909.149372986 -3.05449191147e+13 0.00925607961368
43 909.081500914 -3.05471995999e+13 0.00925331589202
44 909.013628842 -3.05494804257e+13 0.00925055278931
45 908.945756771 -3.05517615922e+13 0.00924779030546
46 908.877884699 -3.05540430993e+13 0.00924502844037
47 908.810012627 -3.05563249472e+13 0.00924226719396
