lyn index =  14
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.0091500857e+13 0.00129204527897
1 911.822140368 -3.00973704922e+13 0.00128491498925
2 911.644280736 -3.01032424177e+13 0.00127897045464
3 911.466421104 -3.01091166348e+13 0.00127394714163
4 911.288561472 -3.01149931449e+13 0.0012696411316
5 911.11070184 -3.01208719494e+13 0.00126589737983
6 910.932842208 -3.01267530495e+13 0.00126259601843
7 910.754982576 -3.01326364467e+13 0.00125964461276
8 910.577122944 -3.01385221422e+13 0.00125697171083
9 910.399263312 -3.01444101374e+13 0.00125452209287
10 910.22140368 -3.01503004337e+13 0.00125225300663
11 910.043544048 -3.01561930324e+13 0.00125013130259
12 909.865684416 -3.01620879348e+13 0.0012481312238
13 909.687824784 -3.01679851424e+13 0.00124623270435
14 909.509965152 -3.01738846564e+13 0.00124442007029
15 909.33210552 -3.01797864782e+13 0.00123565622609
16 909.154245888 -3.01856906092e+13 0.00120834381276
17 908.976386256 -3.01915970507e+13 0.00120771230903
18 908.798526624 -3.01975058042e+13 0.00120709602956
19 908.620666992 -3.02034168708e+13 0.00120648005782
20 908.44280736 -3.02093302521e+13 0.00120586432597
21 908.264947728 -3.02152459493e+13 0.00120524880924
22 908.087088096 -3.02211639638e+13 0.00120463351916
23 907.909228464 -3.0227084297e+13 0.00120401845781
24 907.731368832 -3.02330069503e+13 0.00120340358487
25 907.5535092 -3.02389319249e+13 0.001202788935
26 907.375649568 -3.02448592223e+13 0.001202174473
27 907.197789936 -3.02507888439e+13 0.00120156022686
28 907.019930304 -3.0256720791e+13 0.00120094616947
29 906.842070672 -3.02626550649e+13 0.00120033232485
30 906.66421104 -3.02685916671e+13 0.00119971868356
31 906.486351408 -3.0274530599e+13 0.00119910524046
32 906.308491776 -3.02804718618e+13 0.00119849201691
33 906.130632144 -3.02864154569e+13 0.00119787900731
34 905.952772512 -3.02923613858e+13 0.00119726620714
35 905.77491288 -3.02983096498e+13 0.00119665363034
36 905.597053248 -3.03042602503e+13 0.00119604126946
37 905.419193615 -3.03102131886e+13 0.00119542911799
38 905.241333983 -3.03161684662e+13 0.00119481718446
39 905.063474351 -3.03221260844e+13 0.00119420546203
40 904.885614719 -3.03280860446e+13 0.00119359394546
41 904.707755087 -3.03340483481e+13 0.0011929826418
42 904.529895455 -3.03400129965e+13 0.00119237154631
43 904.352035823 -3.03459799909e+13 0.00119176065858
44 904.174176191 -3.03519493329e+13 0.0011911499753
45 903.996316559 -3.03579210239e+13 0.00119053950239
46 903.818456927 -3.03638950651e+13 0.0011899292366
47 903.640597295 -3.0369871458e+13 0.00118931917543
